Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Year,MSSQL_System_Uniquifier_1845581613
2838,US-2016-128090,16-08-2016,22-08-2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,2016,2.45137E+18
2854,CA-2016-119627,17-08-2016,23-08-2016,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Peoria,Arizona,85345,West,OFF-AR-10000203,Office Supplies,Art,Newell 336,10.272,2016,2.52342E+18
3160,CA-2016-156510,25-09-2016,29-09-2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,2016,3.09988E+18
3161,CA-2016-139738,25-09-2016,29-09-2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Rockford,Illinois,61107,Central,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,128.744,2016,3.09988E+18
3252,CA-2016-125710,08-10-2016,13-10-2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2016,3.38811E+18
3423,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,2016,3.46017E+18
3429,CA-2016-105634,08-11-2016,14-11-2016,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,2016,3.46017E+18
3722,CA-2016-123092,03-12-2016,07-12-2016,Standard Class,JG-15115,Jack Garza,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2016,4.03663E+18
3738,CA-2016-119508,04-12-2016,09-12-2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,2016,4.03663E+18
3752,CA-2016-143490,06-12-2016,13-12-2016,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,2016,4.10869E+18
3759,CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,2016,4.18075E+18
3796,US-2016-168732,10-12-2016,16-12-2016,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,1.78,2016,4.25281E+18
3816,CA-2016-104346,11-12-2016,16-12-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,13.12,2016,4.32486E+18
3818,CA-2016-104346,11-12-2016,16-12-2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,4.224,2016,4.39692E+18
3833,CA-2016-129042,12-12-2016,17-12-2016,Standard Class,EM-13960,Eric Murdock,Consumer,United States,Baltimore,Maryland,21215,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,8.22,2016,4.39692E+18
2041,US-2016-147662,14-02-2016,19-02-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Akron,Ohio,44312,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,14.352,2016,-7.42024E+18
2110,CA-2016-105627,08-03-2016,12-03-2016,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,14.98,2016,-7.20407E+18
2131,CA-2016-145352,16-03-2016,22-03-2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,2016,-7.13201E+18
2132,CA-2016-145352,16-03-2016,22-03-2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,2016,-7.13201E+18
2341,CA-2016-122266,26-04-2016,30-04-2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,2016,-6.91584E+18
2342,CA-2016-124450,27-04-2016,03-05-2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,2016,-6.91584E+18
2372,CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2016,-6.77172E+18
2392,CA-2016-109939,08-05-2016,12-05-2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2016,-6.69967E+18
2469,CA-2016-131758,28-05-2016,01-06-2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Freeport,New York,11520,East,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,2016,-6.41144E+18
2672,CA-2016-153626,09-07-2016,14-07-2016,Standard Class,EB-13870,Emily Burns,Consumer,United States,Nashville,Tennessee,37211,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,2016,-6.26732E+18
2678,CA-2016-132626,09-07-2016,14-07-2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79.36,2016,-6.26732E+18
2792,CA-2016-138331,07-08-2016,12-08-2016,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,2016,-5.83498E+18
2997,CA-2016-136658,10-09-2016,17-09-2016,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,New York City,New York,10024,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08,2016,-5.6188E+18
3000,CA-2016-165057,11-09-2016,15-09-2016,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,2016,-5.6188E+18
3015,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2016,-5.54675E+18
3056,US-2016-150630,17-09-2016,21-09-2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,2016,-5.40263E+18
3058,US-2016-150630,17-09-2016,21-09-2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2016,-5.40263E+18
3263,CA-2016-162761,09-10-2016,13-10-2016,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.376,2016,-5.18646E+18
3268,CA-2016-112522,10-10-2016,17-10-2016,Standard Class,DP-13165,David Philippe,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,2016,-5.18646E+18
3333,CA-2016-152891,25-10-2016,30-10-2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,2016,-4.97029E+18
3631,CA-2016-105347,24-11-2016,28-11-2016,Standard Class,DP-13000,Darren Powers,Consumer,United States,Los Angeles,California,90004,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,2016,-4.39382E+18
3636,US-2016-164357,25-11-2016,29-11-2016,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,2016,-4.39382E+18
3649,CA-2016-163762,27-11-2016,01-12-2016,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,New York City,New York,10024,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,2016,-4.32177E+18
3878,US-2016-129637,17-12-2016,22-12-2016,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-AR-10003829,Office Supplies,Art,Newell 35,13.12,2016,-4.03354E+18
3940,US-2016-103471,24-12-2016,28-12-2016,Standard Class,JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,2016,-3.81736E+18
2183,CA-2016-132948,27-03-2016,03-04-2016,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,83.7,2016,1.15433E+18
2243,CA-2016-116512,09-04-2016,14-04-2016,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,2016,1.3705E+18
2266,CA-2016-133837,13-04-2016,18-04-2016,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,2016,1.44256E+18
2329,CA-2016-130365,25-04-2016,29-04-2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Illinois,60505,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,2016,1.65873E+18
2494,CA-2016-147788,31-05-2016,04-06-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2016,1.73079E+18
2548,CA-2016-131779,12-06-2016,17-06-2016,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Newark,Delaware,19711,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,2016,1.94696E+18
2563,CA-2016-129896,15-06-2016,20-06-2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.368,2016,1.94696E+18
2584,CA-2016-133242,18-06-2016,24-06-2016,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,2016,2.01902E+18
2614,CA-2016-115945,25-06-2016,01-07-2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,2016,2.16314E+18
2621,CA-2016-115938,26-06-2016,30-06-2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,2016,2.16314E+18
2637,CA-2016-157322,02-07-2016,06-07-2016,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,2016,2.23519E+18
2638,CA-2016-157322,02-07-2016,06-07-2016,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,435.504,2016,2.23519E+18
2837,CA-2016-142454,15-08-2016,19-08-2016,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Oakland,California,94601,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,70.26,2016,2.45137E+18
2849,US-2016-164238,16-08-2016,20-08-2016,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,44.688,2016,2.45137E+18
2885,CA-2016-146563,24-08-2016,28-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,2016,2.59548E+18
2886,CA-2016-146563,24-08-2016,28-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,2016,2.59548E+18
2904,CA-2016-126445,27-08-2016,31-08-2016,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,2016,2.66754E+18
2910,CA-2016-121188,28-08-2016,04-09-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,2016,2.66754E+18
2912,CA-2016-121188,28-08-2016,04-09-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,2016,2.66754E+18
2936,US-2016-138303,03-09-2016,07-09-2016,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,2016,2.81165E+18
3105,CA-2016-102036,21-09-2016,27-09-2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,2016,2.88371E+18
3114,CA-2016-158421,21-09-2016,26-09-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,85.96,2016,2.88371E+18
3117,CA-2016-158421,21-09-2016,26-09-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2016,2.88371E+18
3121,CA-2016-158421,21-09-2016,26-09-2016,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,2016,2.95577E+18
3254,CA-2016-129098,09-10-2016,13-10-2016,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2016,3.38811E+18
3424,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2016,3.46017E+18
3427,CA-2016-163181,07-11-2016,12-11-2016,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,177.648,2016,3.46017E+18
3476,CA-2016-147690,10-11-2016,14-11-2016,Standard Class,SC-20020,Sam Craven,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,577.584,2016,3.67634E+18
3502,CA-2016-114503,13-11-2016,17-11-2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,2016,3.7484E+18
3543,CA-2016-126725,17-11-2016,21-11-2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,304.9,2016,3.89252E+18
3545,CA-2016-126725,17-11-2016,21-11-2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21,2016,3.89252E+18
3549,CA-2016-110863,17-11-2016,24-11-2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,2016,3.96458E+18
3758,CA-2016-144806,06-12-2016,11-12-2016,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,2016,4.10869E+18
3770,US-2016-114741,06-12-2016,10-12-2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,North Las Vegas,Nevada,89031,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,2016,4.18075E+18
3839,CA-2016-134075,12-12-2016,16-12-2016,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2016,4.46898E+18
3876,US-2016-129637,17-12-2016,22-12-2016,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,180.016,2016,4.54104E+18
2023,CA-2016-137064,06-02-2016,13-02-2016,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.752,2016,-7.4923E+18
2133,CA-2016-145352,16-03-2016,22-03-2016,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,2016,-7.13201E+18
2162,CA-2016-157812,22-03-2016,26-03-2016,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2016,-6.9879E+18
2334,US-2016-134026,26-04-2016,02-05-2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,2016,-6.91584E+18
2348,CA-2016-130792,28-04-2016,05-05-2016,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,2016,-6.91584E+18
2367,CA-2016-104486,01-05-2016,06-05-2016,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,2016,-6.84378E+18
2378,CA-2016-112130,03-05-2016,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,2016,-6.77172E+18
2424,CA-2016-165162,14-05-2016,21-05-2016,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,2016,-6.62761E+18
2442,CA-2016-149846,22-05-2016,26-05-2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,2016,-6.55555E+18
2472,CA-2016-135020,28-05-2016,02-06-2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,2016,-6.41144E+18
2475,CA-2016-149601,28-05-2016,03-06-2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,16.24,2016,-6.41144E+18
2476,CA-2016-149601,28-05-2016,03-06-2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,2016,-6.41144E+18
2478,CA-2016-120880,29-05-2016,03-06-2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,2016,-6.41144E+18
2659,CA-2016-164336,05-07-2016,10-07-2016,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,2016,-6.33938E+18
2681,CA-2016-132626,09-07-2016,14-07-2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21,2016,-6.19526E+18
2974,CA-2016-110744,07-09-2016,12-09-2016,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,2016,-5.69086E+18
3016,CA-2016-102016,12-09-2016,18-09-2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2016,-5.54675E+18
3033,CA-2016-140984,14-09-2016,18-09-2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2,2016,-5.47469E+18
3065,US-2016-126977,17-09-2016,23-09-2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,2016,-5.33057E+18
3068,US-2016-126977,17-09-2016,23-09-2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,2016,-5.33057E+18
3099,CA-2016-141565,20-09-2016,24-09-2016,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Nashville,Tennessee,37211,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",294.368,2016,-5.25852E+18
3267,CA-2016-134719,10-10-2016,15-10-2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2016,-5.18646E+18
3270,US-2016-108966,11-10-2016,18-10-2016,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,22.368,2016,-5.18646E+18
3282,CA-2016-142993,12-10-2016,17-10-2016,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",81.96,2016,-5.1144E+18
3348,CA-2016-162537,28-10-2016,03-11-2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,2016,-4.89823E+18
3568,CA-2016-116484,20-11-2016,26-11-2016,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Marion,Ohio,43302,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,2016,-4.61E+18
3571,CA-2016-163965,20-11-2016,27-11-2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.44,2016,-4.61E+18
3634,CA-2016-153416,24-11-2016,29-11-2016,Standard Class,TS-21340,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86,2016,-4.39382E+18
3883,US-2016-120161,18-12-2016,23-12-2016,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,2016,-4.03354E+18
3904,US-2016-120712,20-12-2016,24-12-2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,2016,-3.96148E+18
3992,CA-2016-148859,28-12-2016,01-01-2017,Standard Class,FH-14350,Fred Harton,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2016,-3.67325E+18
3994,CA-2016-135580,30-12-2016,03-01-2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,2016,-3.67325E+18
